S/N,Joined Proctor on,Stage,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
4513,2016-02-22,Andela Proctor,FALSE,100,50.00%,66,5,1,1,0,7,3,3,0,0,3,3,0,6,10,10,0,1,3,3,0,1,3,0,0,2,4,4,0,5,5,5,0,12,7,7,0,16,27,27,0
4514,2016-02-22,Andela Proctor,FALSE,109,54.50%,20,1,5,5,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,2016-02-22,Andela Proctor,FALSE,106,53.00%,20,2,4,4,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,2016-02-22,Andela Proctor,FALSE,82,41.00%,53,0,0,0,0,6,4,4,0,0,2,2,0,5,11,11,0,3,1,1,0,2,2,0,0,0,0,0,0,4,6,6,0,7,12,12,0,10,33,33,0
4517,2016-02-22,Andela Proctor,FALSE,107,53.50%,13,4,2,2,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,2016-02-22,Andela Proctor,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,2016-02-22,Andela Proctor,FALSE,111,55.50%,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,2016-02-22,Face to Face,FALSE,107,53.50%,20,3,3,3,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,2016-02-22,Andela Proctor,FALSE,113,56.50%,20,2,4,4,0,8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,2016-02-22,Face to Face,FALSE,102,51.00%,20,2,4,4,0,0,10,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,2016-02-22,Andela Proctor,FALSE,104,52.00%,33,3,3,3,0,5,5,5,0,0,3,3,0,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,0,0,0,0
4524,2016-02-22,Andela Proctor,FALSE,96,48.00%,66,2,4,4,0,6,4,4,0,0,4,4,0,7,9,9,0,3,1,1,0,4,0,0,0,2,4,4,0,3,7,7,0,15,4,4,0,10,33,33,0
4525,2016-02-22,Face to Face,FALSE,108,54.00%,20,2,4,4,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,2016-02-22,Andela Proctor,FALSE,107,53.50%,20,4,2,2,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,2016-02-22,Andela Proctor,FALSE,113,56.50%,20,5,1,1,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,2016-02-22,Andela Proctor,FALSE,84,42.00%,66,2,4,4,0,5,5,5,0,0,3,3,0,7,9,9,0,2,2,2,0,2,2,0,0,3,3,3,0,4,6,6,0,7,12,12,0,7,36,36,0
4529,2016-02-22,Andela Proctor,FALSE,110,55.00%,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,2016-02-22,Andela Proctor,FALSE,120,60.00%,66,4,2,2,0,5,5,5,0,0,3,3,0,9,7,7,0,4,0,0,0,4,0,0,0,0,6,6,0,5,5,5,0,15,4,4,0,29,14,14,0
4531,2016-02-22,Andela Proctor,FALSE,92,46.00%,66,3,3,3,0,5,5,5,0,0,3,3,0,9,7,7,0,3,1,1,0,4,0,0,0,1,5,5,0,4,6,6,0,8,11,11,0,10,33,33,0
4532,2016-02-22,Andela Proctor,FALSE,110,55.00%,13,4,2,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,2016-02-22,Andela Proctor,FALSE,105,52.50%,13,3,3,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,2016-02-22,Andela Proctor,FALSE,111,55.50%,60,1,5,5,0,7,3,3,0,0,1,1,0,8,8,8,0,1,3,3,0,3,1,0,0,1,5,5,0,3,7,7,0,3,16,16,0,0,0,0,0
4535,2016-02-22,Andela Proctor,FALSE,110,55.00%,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,2016-02-22,Andela Proctor,FALSE,105,52.50%,13,2,4,4,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,2016-02-22,Andela Proctor,FALSE,149,74.50%,66,5,1,1,0,6,4,4,0,0,2,2,0,14,2,2,0,4,0,0,0,4,0,0,0,6,0,0,0,6,4,4,0,19,0,0,0,39,4,4,0
4538,2016-02-22,Andela Proctor,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4539,2016-02-22,Andela Proctor,FALSE,111,55.50%,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540,2016-02-22,Andela Proctor,FALSE,110,55.00%,13,6,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541,2016-02-22,Andela Proctor,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542,2016-02-22,Andela Proctor,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543,2016-02-22,Andela Proctor,FALSE,93,46.50%,60,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,1,3,3,0,3,1,0,0,4,2,2,0,4,6,6,0,9,10,10,0,9,34,34,0
4544,2016-02-22,Andela Proctor,FALSE,132,66.00%,66,2,4,4,0,4,6,6,0,0,2,2,0,12,4,4,0,3,1,1,0,4,0,0,0,2,4,4,0,5,5,5,0,14,5,5,0,40,3,3,0
4545,2016-02-22,Andela Proctor,FALSE,107,53.50%,20,1,5,5,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4546,2016-02-22,Andela Proctor,FALSE,105,52.50%,13,3,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,2016-02-22,Andela Proctor,FALSE,89,44.50%,66,1,5,5,0,5,5,5,0,0,4,4,0,5,11,11,0,3,1,1,0,3,1,0,0,3,3,3,0,6,4,4,0,5,14,14,0,14,29,29,0
4548,2016-02-22,Andela Proctor,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,2016-02-22,Andela Proctor,FALSE,104,52.00%,13,1,5,5,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,2016-02-22,Andela Proctor,FALSE,82,41.00%,66,1,5,5,0,6,4,4,0,0,4,4,0,5,11,11,0,0,4,4,0,3,1,0,0,1,5,5,0,3,7,7,0,6,13,13,0,13,30,30,0
4551,2016-02-22,Andela Proctor,FALSE,112,56.00%,20,3,3,3,0,6,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552,2016-02-22,Andela Proctor,FALSE,108,54.00%,20,3,3,3,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553,2016-02-22,Andela Proctor,FALSE,105,52.50%,13,2,4,4,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,2016-02-22,Andela Proctor,FALSE,110,55.00%,20,3,3,3,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555,2016-02-22,Andela Proctor,FALSE,124,62.00%,46,2,4,4,0,7,3,3,0,0,0,0,0,12,4,4,0,3,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,37,6,6,0
4556,2016-02-22,Andela Proctor,FALSE,126,63.00%,66,5,1,1,0,4,6,6,0,0,4,4,0,14,2,2,0,4,0,0,0,3,1,0,0,3,3,3,0,5,5,5,0,15,4,4,0,29,14,14,0
4557,2016-02-22,Andela Proctor,FALSE,104,52.00%,13,2,4,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4558,2016-02-22,Andela Proctor,FALSE,124,62.00%,40,3,3,3,0,7,3,3,0,0,4,4,0,12,4,4,0,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,2016-02-22,Andela Proctor,FALSE,105,52.50%,13,3,3,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,2016-02-22,Andela Proctor,FALSE,108,54.00%,20,0,6,6,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,2016-02-22,Andela Proctor,FALSE,107,53.50%,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,2016-02-22,Andela Proctor,FALSE,111,55.50%,26,5,1,1,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,0,0,0,0,0
4563,2016-02-22,Andela Proctor,FALSE,118,59.00%,66,4,2,2,0,9,1,1,0,0,3,3,0,15,1,1,0,4,0,0,0,4,0,0,0,5,1,1,0,9,1,1,0,16,3,3,0,7,36,36,0
4564,2016-02-22,Andela Proctor,FALSE,115,57.50%,20,5,1,1,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4565,2016-02-22,Andela Proctor,FALSE,104,52.00%,13,2,4,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,2016-02-22,Andela Proctor,FALSE,114,57.00%,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,2016-02-22,Andela Proctor,FALSE,107,53.50%,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4568,2016-02-22,Andela Proctor,FALSE,106,53.00%,20,2,4,4,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4569,2016-02-22,Andela Proctor,FALSE,108,54.00%,20,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,0,0,0,0,0
4570,2016-02-22,Andela Proctor,FALSE,108,54.00%,13,3,3,3,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,2016-02-22,Andela Proctor,FALSE,105,52.50%,20,2,4,4,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4572,2016-02-22,Andela Proctor,FALSE,78,39.00%,73,2,4,4,0,6,4,4,0,0,1,1,0,8,8,8,0,1,3,3,0,3,1,0,0,2,4,4,0,6,4,4,0,9,10,10,0,14,29,29,27
4573,2016-02-22,Andela Proctor,FALSE,122,61.00%,66,6,0,0,0,5,5,5,0,0,4,4,0,13,3,3,0,2,2,2,0,4,0,0,0,2,4,4,0,4,6,6,0,15,4,4,0,27,16,16,0
4574,2016-02-22,Andela Proctor,FALSE,111,55.50%,20,5,1,1,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,2016-02-22,Andela Proctor,FALSE,110,55.00%,46,4,2,2,0,7,3,3,0,0,5,5,0,7,9,9,0,0,0,0,0,0,0,0,0,2,4,4,0,4,6,6,0,12,7,7,0,0,0,0,0
4576,2016-02-19,Andela Proctor,FALSE,106,53.00%,13,1,5,5,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,2016-02-22,Andela Proctor,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4578,2016-02-22,Andela Proctor,FALSE,101,50.50%,13,0,6,6,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4579,2016-02-22,Andela Proctor,FALSE,102,51.00%,13,2,4,4,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4580,2016-02-22,Andela Proctor,FALSE,108,54.00%,20,4,2,2,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4581,2016-02-22,Andela Proctor,FALSE,106,53.00%,20,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,37,6,6,0
4582,2016-02-22,Andela Proctor,FALSE,109,54.50%,13,5,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4583,2016-02-22,Andela Proctor,FALSE,88,44.00%,66,1,5,5,0,4,6,6,0,0,3,3,0,6,10,10,0,3,1,1,0,4,0,0,0,2,4,4,0,3,7,7,0,7,12,12,0,13,30,30,0
4584,2016-02-22,Andela Proctor,FALSE,101,50.50%,6,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4585,2016-02-22,Andela Proctor,FALSE,115,57.50%,20,4,2,2,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4586,2016-02-22,Andela Proctor,FALSE,138,69.00%,46,6,0,0,0,8,2,2,0,0,2,2,0,15,1,1,0,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4587,2016-02-22,Andela Proctor,FALSE,114,57.00%,20,6,0,0,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4588,2016-02-22,Andela Proctor,FALSE,111,55.50%,26,5,1,1,0,5,5,5,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4589,2016-02-22,Andela Proctor,FALSE,104,52.00%,20,4,2,2,0,0,10,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590,2016-02-22,Andela Proctor,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4591,2016-02-22,Andela Proctor,FALSE,112,56.00%,26,5,1,1,0,5,5,5,0,0,5,5,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4592,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4593,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4598,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4601,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4602,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4605,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,2016-02-25,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
